,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),CXL.mem_P0Write,CXL.cache_P0hst->dv,DRAMRead,DRAMWrite,PMMREAD,PMMWrite,CXLRead,Read,Write,Memory
2026-01-14,17:54:56.521,  194.24,  162.39,    0.00,    0.00,,,,,  173.72,  141.95,    0.00,    0.00,,,,,  168.32,  138.18,    0.00,    0.00,,,,,  201.39,  169.10,    0.00,    0.00,,,,,  737.67,  611.63,    0.00,    0.00, 1349.31,  133.38,   84.32,    0.00,    0.00,,,,,  121.51,   71.70,    0.00,    0.00,,,,,  137.61,   87.92,    0.00,    0.00,,,,,  119.67,   69.52,    0.00,    0.00,,,,,  512.16,  313.46,    0.00,    0.00,  825.62,    0.23,    0.00,   1249.84,    925.09,      0.00,      0.00,      3.06,   1249.84,    925.09,   2174.93
2026-01-14,17:54:57.521,  191.23,  161.80,    0.00,    0.00,,,,,  175.41,  145.02,    0.00,    0.00,,,,,  167.67,  139.57,    0.00,    0.00,,,,,  199.98,  170.02,    0.00,    0.00,,,,,  734.29,  616.42,    0.00,    0.00, 1350.70,  134.64,   85.51,    0.00,    0.00,,,,,  125.13,   74.99,    0.00,    0.00,,,,,  142.27,   92.34,    0.00,    0.00,,,,,  122.04,   71.83,    0.00,    0.00,,,,,  524.08,  324.67,    0.00,    0.00,  848.75,    0.22,    0.00,   1258.36,    941.09,      0.00,      0.00,      3.03,   1258.36,    941.09,   2199.45
2026-01-14,17:54:58.520,  219.52,  171.24,    0.00,    0.00,,,,,  201.34,  151.77,    0.00,    0.00,,,,,  194.69,  147.08,    0.00,    0.00,,,,,  225.34,  176.52,    0.00,    0.00,,,,,  840.89,  646.61,    0.00,    0.00, 1487.50,  143.73,   86.89,    0.00,    0.00,,,,,  134.09,   76.12,    0.00,    0.00,,,,,  150.89,   92.89,    0.00,    0.00,,,,,  130.85,   73.23,    0.00,    0.00,,,,,  559.57,  329.13,    0.00,    0.00,  888.70,    0.22,    0.00,   1400.46,    975.74,      0.00,      0.00,      2.57,   1400.46,    975.74,   2376.20
2026-01-14,17:54:59.521,  133.21,   93.81,    0.00,    0.00,,,,,  124.58,   84.81,    0.00,    0.00,,,,,  121.70,   82.66,    0.00,    0.00,,,,,  134.71,   95.22,    0.00,    0.00,,,,,  514.20,  356.50,    0.00,    0.00,  870.70,   66.65,   43.85,    0.00,    0.00,,,,,   62.51,   39.39,    0.00,    0.00,,,,,   69.62,   46.47,    0.00,    0.00,,,,,   61.28,   38.08,    0.00,    0.00,,,,,  260.06,  167.78,    0.00,    0.00,  427.85,    0.16,    0.00,    774.26,    524.28,      0.00,      0.00,      2.23,    774.26,    524.28,   1298.55
2026-01-14,17:55:00.521,   40.70,   20.22,    0.00,    0.00,,,,,   39.95,   19.69,    0.00,    0.00,,,,,   39.94,   19.57,    0.00,    0.00,,,,,   40.69,   20.20,    0.00,    0.00,,,,,  161.28,   79.68,    0.00,    0.00,  240.95,   19.04,   13.57,    0.00,    0.00,,,,,   19.33,   13.89,    0.00,    0.00,,,,,   19.23,   13.76,    0.00,    0.00,,,,,   19.06,   13.60,    0.00,    0.00,,,,,   76.66,   54.82,    0.00,    0.00,  131.48,    0.11,    0.00,    237.93,    134.50,      0.00,      0.00,      1.78,    237.93,    134.50,    372.43
2026-01-14,17:55:01.520,   31.38,   16.98,    0.00,    0.00,,,,,   30.60,   16.41,    0.00,    0.00,,,,,   30.52,   16.27,    0.00,    0.00,,,,,   31.41,   16.99,    0.00,    0.00,,,,,  123.91,   66.65,    0.00,    0.00,  190.57,   15.92,   12.62,    0.00,    0.00,,,,,   16.16,   12.88,    0.00,    0.00,,,,,   16.12,   12.83,    0.00,    0.00,,,,,   16.01,   12.72,    0.00,    0.00,,,,,   64.21,   51.06,    0.00,    0.00,  115.26,    0.06,    0.00,    188.12,    117.71,      0.00,      0.00,      1.86,    188.12,    117.71,    305.83
2026-01-14,17:55:02.520,   33.32,   17.00,    0.00,    0.00,,,,,   32.61,   16.52,    0.00,    0.00,,,,,   32.52,   16.39,    0.00,    0.00,,,,,   33.31,   17.00,    0.00,    0.00,,,,,  131.76,   66.91,    0.00,    0.00,  198.67,   14.08,   11.98,    0.00,    0.00,,,,,   14.38,   12.29,    0.00,    0.00,,,,,   14.35,   12.26,    0.00,    0.00,,,,,   14.10,   12.01,    0.00,    0.00,,,,,   56.91,   48.55,    0.00,    0.00,  105.46,    0.05,    0.00,    188.67,    115.46,      0.00,      0.00,      2.51,    188.67,    115.46,    304.13
2026-01-14,17:55:03.520,   44.75,   23.15,    0.00,    0.00,,,,,   43.89,   22.55,    0.00,    0.00,,,,,   43.84,   22.44,    0.00,    0.00,,,,,   44.78,   23.17,    0.00,    0.00,,,,,  177.26,   91.31,    0.00,    0.00,  268.57,   19.62,   13.22,    0.00,    0.00,,,,,   19.79,   13.43,    0.00,    0.00,,,,,   19.75,   13.43,    0.00,    0.00,,,,,   19.62,   13.27,    0.00,    0.00,,,,,   78.78,   53.35,    0.00,    0.00,  132.12,    0.09,    0.00,    256.04,    144.66,      0.00,      0.00,      2.64,    256.04,    144.66,    400.70
2026-01-14,17:55:04.520,  171.53,  110.01,    0.00,    0.00,,,,,  166.78,  105.10,    0.00,    0.00,,,,,  164.66,  103.23,    0.00,    0.00,,,,,  172.28,  110.43,    0.00,    0.00,,,,,  675.23,  428.77,    0.00,    0.00, 1104.01,   62.06,   39.30,    0.00,    0.00,,,,,   59.50,   36.86,    0.00,    0.00,,,,,   61.35,   38.72,    0.00,    0.00,,,,,   58.95,   36.03,    0.00,    0.00,,,,,  241.87,  150.92,    0.00,    0.00,  392.79,   18.10,    0.00,    917.10,    579.69,      0.00,      0.00,     38.53,    917.10,    579.69,   1496.79
2026-01-14,17:55:05.520,  261.06,  203.45,    0.00,    0.00,,,,,  260.37,  200.47,    0.00,    0.00,,,,,  246.77,  188.50,    0.00,    0.00,,,,,  271.62,  212.48,    0.00,    0.00,,,,, 1039.83,  804.90,    0.00,    0.00, 1844.73,  152.90,   92.15,    0.00,    0.00,,,,,  144.18,   82.35,    0.00,    0.00,,,,,  158.16,   96.54,    0.00,    0.00,,,,,  140.27,   78.26,    0.00,    0.00,,,,,  595.51,  349.30,    0.00,    0.00,  944.81,    2.57,    0.00,   1635.34,   1154.21,      0.00,      0.00,      2.47,   1635.34,   1154.21,   2789.54
2026-01-14,17:55:06.520,  261.25,  210.49,    0.00,    0.00,,,,,  259.78,  207.32,    0.00,    0.00,,,,,  247.29,  196.92,    0.00,    0.00,,,,,  272.54,  221.02,    0.00,    0.00,,,,, 1040.85,  835.75,    0.00,    0.00, 1876.61,  144.10,   82.41,    0.00,    0.00,,,,,  156.76,   92.53,    0.00,    0.00,,,,,  168.95,  105.72,    0.00,    0.00,,,,,  140.91,   77.18,    0.00,    0.00,,,,,  610.73,  357.84,    0.00,    0.00,  968.56,    0.22,    0.00,   1651.58,   1193.59,      0.00,      0.00,      2.27,   1651.58,   1193.59,   2845.17
2026-01-14,17:55:07.521,  230.95,  189.77,    0.00,    0.00,,,,,  222.76,  180.24,    0.00,    0.00,,,,,  209.08,  167.28,    0.00,    0.00,,,,,  240.82,  198.48,    0.00,    0.00,,,,,  903.61,  735.77,    0.00,    0.00, 1639.39,  136.50,   77.80,    0.00,    0.00,,,,,  152.38,   91.61,    0.00,    0.00,,,,,  161.49,  101.33,    0.00,    0.00,,,,,  136.58,   75.42,    0.00,    0.00,,,,,  586.94,  346.16,    0.00,    0.00,  933.10,    0.22,    0.00,   1490.56,   1081.93,      0.00,      0.00,      2.36,   1490.56,   1081.93,   2572.49
2026-01-14,17:55:08.521,  215.84,  182.90,    0.00,    0.00,,,,,  207.68,  173.36,    0.00,    0.00,,,,,  195.68,  162.23,    0.00,    0.00,,,,,  225.21,  191.40,    0.00,    0.00,,,,,  844.42,  709.90,    0.00,    0.00, 1554.32,  159.18,   87.14,    0.00,    0.00,,,,,  177.26,  103.58,    0.00,    0.00,,,,,  185.38,  112.44,    0.00,    0.00,,,,,  156.47,   82.96,    0.00,    0.00,,,,,  678.30,  386.11,    0.00,    0.00, 1064.41,    0.47,    0.00,   1522.72,   1096.01,      0.00,      0.00,      3.91,   1522.72,   1096.01,   2618.73
2026-01-14,17:55:09.522,  242.42,  193.59,    0.00,    0.00,,,,,  231.54,  180.75,    0.00,    0.00,,,,,  220.80,  170.62,    0.00,    0.00,,,,,  252.25,  202.06,    0.00,    0.00,,,,,  947.02,  747.03,    0.00,    0.00, 1694.05,  132.78,   77.80,    0.00,    0.00,,,,,  149.15,   93.21,    0.00,    0.00,,,,,  156.73,  101.21,    0.00,    0.00,,,,,  131.37,   74.91,    0.00,    0.00,,,,,  570.02,  347.12,    0.00,    0.00,  917.15,    0.36,    0.00,   1517.04,   1094.15,      0.00,      0.00,      2.72,   1517.04,   1094.15,   2611.19
2026-01-14,17:55:10.522,  203.72,  174.43,    0.00,    0.00,,,,,  201.90,  170.18,    0.00,    0.00,,,,,  188.97,  158.45,    0.00,    0.00,,,,,  216.17,  185.21,    0.00,    0.00,,,,,  810.76,  688.27,    0.00,    0.00, 1499.03,  129.95,   75.81,    0.00,    0.00,,,,,  145.67,   90.30,    0.00,    0.00,,,,,  154.46,   99.72,    0.00,    0.00,,,,,  127.35,   71.77,    0.00,    0.00,,,,,  557.43,  337.60,    0.00,    0.00,  895.03,    0.22,    0.00,   1368.19,   1025.87,      0.00,      0.00,      2.97,   1368.19,   1025.87,   2394.05
2026-01-14,17:55:11.521,  213.22,  177.02,    0.00,    0.00,,,,,  216.14,  177.36,    0.00,    0.00,,,,,  201.03,  164.21,    0.00,    0.00,,,,,  228.07,  190.73,    0.00,    0.00,,,,,  858.46,  709.33,    0.00,    0.00, 1567.79,  132.34,   78.58,    0.00,    0.00,,,,,  151.32,   94.56,    0.00,    0.00,,,,,  162.67,  106.63,    0.00,    0.00,,,,,  129.76,   73.94,    0.00,    0.00,,,,,  576.09,  353.71,    0.00,    0.00,  929.80,    0.22,    0.00,   1434.55,   1063.04,      0.00,      0.00,      3.03,   1434.55,   1063.04,   2497.59
2026-01-14,17:55:12.521,  196.79,  171.15,    0.00,    0.00,,,,,  195.70,  167.61,    0.00,    0.00,,,,,  180.51,  154.84,    0.00,    0.00,,,,,  209.45,  182.54,    0.00,    0.00,,,,,  782.46,  676.14,    0.00,    0.00, 1458.60,  144.13,   80.80,    0.00,    0.00,,,,,  163.38,   97.07,    0.00,    0.00,,,,,  174.13,  108.51,    0.00,    0.00,,,,,  140.93,   75.44,    0.00,    0.00,,,,,  622.58,  361.82,    0.00,    0.00,  984.40,    0.19,    0.00,   1405.03,   1037.96,      0.00,      0.00,      3.00,   1405.03,   1037.96,   2443.00
2026-01-14,17:55:13.521,  214.27,  178.44,    0.00,    0.00,,,,,  213.17,  174.95,    0.00,    0.00,,,,,  198.73,  162.00,    0.00,    0.00,,,,,  228.20,  191.20,    0.00,    0.00,,,,,  854.37,  706.59,    0.00,    0.00, 1560.95,  146.26,   81.24,    0.00,    0.00,,,,,  164.16,   97.03,    0.00,    0.00,,,,,  173.40,  106.90,    0.00,    0.00,,,,,  144.50,   77.37,    0.00,    0.00,,,,,  628.33,  362.54,    0.00,    0.00,  990.87,    0.28,    0.00,   1482.69,   1069.13,      0.00,      0.00,      3.60,   1482.69,   1069.13,   2551.82
2026-01-14,17:55:14.521,  152.55,  123.91,    0.00,    0.00,,,,,  152.16,  122.03,    0.00,    0.00,,,,,  142.84,  113.86,    0.00,    0.00,,,,,  161.78,  132.17,    0.00,    0.00,,,,,  609.34,  491.98,    0.00,    0.00, 1101.32,   98.98,   58.55,    0.00,    0.00,,,,,  111.14,   69.42,    0.00,    0.00,,,,,  117.36,   75.94,    0.00,    0.00,,,,,   96.53,   54.90,    0.00,    0.00,,,,,  424.02,  258.81,    0.00,    0.00,  682.83,    7.94,    0.00,   1033.35,    750.79,      0.00,      0.00,     33.34,   1033.35,    750.79,   1784.14
2026-01-14,17:55:15.521,   45.38,   21.94,    0.00,    0.00,,,,,   44.61,   21.44,    0.00,    0.00,,,,,   44.56,   21.33,    0.00,    0.00,,,,,   45.32,   21.96,    0.00,    0.00,,,,,  179.86,   86.68,    0.00,    0.00,  266.54,   18.88,   13.01,    0.00,    0.00,,,,,   19.11,   13.25,    0.00,    0.00,,,,,   18.95,   13.07,    0.00,    0.00,,,,,   18.83,   12.97,    0.00,    0.00,,,,,   75.78,   52.29,    0.00,    0.00,  128.07,    4.77,    0.00,    255.64,    138.97,      0.00,      0.00,      1.91,    255.64,    138.97,    394.61
2026-01-14,17:55:16.522,   25.68,   14.34,    0.00,    0.00,,,,,   24.97,   13.78,    0.00,    0.00,,,,,   24.93,   13.73,    0.00,    0.00,,,,,   25.77,   14.36,    0.00,    0.00,,,,,  101.35,   56.22,    0.00,    0.00,  157.57,   13.56,   12.06,    0.00,    0.00,,,,,   13.75,   12.33,    0.00,    0.00,,,,,   13.60,   12.16,    0.00,    0.00,,,,,   13.52,   12.04,    0.00,    0.00,,,,,   54.42,   48.58,    0.00,    0.00,  103.00,    3.09,    0.00,    155.76,    104.80,      0.00,      0.00,      1.72,    155.76,    104.80,    260.57
2026-01-14,17:55:17.522,   36.45,   18.58,    0.00,    0.00,,,,,   35.69,   18.01,    0.00,    0.00,,,,,   35.63,   17.91,    0.00,    0.00,,,,,   36.48,   18.58,    0.00,    0.00,,,,,  144.25,   73.08,    0.00,    0.00,  217.32,   16.61,   12.54,    0.00,    0.00,,,,,   16.78,   12.79,    0.00,    0.00,,,,,   16.68,   12.68,    0.00,    0.00,,,,,   16.61,   12.58,    0.00,    0.00,,,,,   66.69,   50.59,    0.00,    0.00,  117.28,    2.64,    0.00,    210.93,    123.67,      0.00,      0.00,      1.85,    210.93,    123.67,    334.60
2026-01-14,17:55:18.522,   36.16,   16.26,    0.00,    0.00,,,,,   35.44,   15.78,    0.00,    0.00,,,,,   35.35,   15.66,    0.00,    0.00,,,,,   36.17,   16.34,    0.00,    0.00,,,,,  143.11,   64.04,    0.00,    0.00,  207.15,   17.78,   12.82,    0.00,    0.00,,,,,   17.91,   12.98,    0.00,    0.00,,,,,   17.87,   12.92,    0.00,    0.00,,,,,   17.75,   12.84,    0.00,    0.00,,,,,   71.31,   51.55,    0.00,    0.00,  122.87,    1.59,    0.00,    214.43,    115.59,      0.00,      0.00,      2.71,    214.43,    115.59,    330.02
2026-01-14,17:55:19.522,   98.49,   49.05,    0.00,    0.00,,,,,   97.72,   48.36,    0.00,    0.00,,,,,   97.09,   47.76,    0.00,    0.00,,,,,   98.85,   49.35,    0.00,    0.00,,,,,  392.15,  194.52,    0.00,    0.00,  586.67,   24.33,   16.19,    0.00,    0.00,,,,,   25.01,   16.90,    0.00,    0.00,,,,,   24.81,   16.68,    0.00,    0.00,,,,,   24.35,   16.17,    0.00,    0.00,,,,,   98.50,   65.95,    0.00,    0.00,  164.45,    0.64,    0.00,    490.65,    260.47,      0.00,      0.00,      2.50,    490.65,    260.47,    751.12
2026-01-14,17:55:20.522,  314.40,  247.56,    0.00,    0.00,,,,,  295.83,  229.69,    0.00,    0.00,,,,,  286.99,  222.23,    0.00,    0.00,,,,,  319.42,  251.15,    0.00,    0.00,,,,, 1216.64,  950.63,    0.00,    0.00, 2167.27,  174.44,  101.64,    0.00,    0.00,,,,,  189.39,  113.95,    0.00,    0.00,,,,,  192.71,  118.44,    0.00,    0.00,,,,,  171.36,   97.12,    0.00,    0.00,,,,,  727.90,  431.15,    0.00,    0.00, 1159.04,    0.62,    0.00,   1944.53,   1381.78,      0.00,      0.00,      3.13,   1944.53,   1381.78,   3326.31
2026-01-14,17:55:21.522,  262.78,  213.67,    0.00,    0.00,,,,,  251.53,  201.69,    0.00,    0.00,,,,,  240.76,  192.70,    0.00,    0.00,,,,,  274.16,  223.36,    0.00,    0.00,,,,, 1029.24,  831.41,    0.00,    0.00, 1860.65,  170.49,   99.82,    0.00,    0.00,,,,,  185.27,  112.70,    0.00,    0.00,,,,,  189.98,  118.90,    0.00,    0.00,,,,,  166.95,   94.94,    0.00,    0.00,,,,,  712.68,  426.36,    0.00,    0.00, 1139.04,    0.33,    0.00,   1741.92,   1257.77,      0.00,      0.00,      2.96,   1741.92,   1257.77,   2999.69
2026-01-14,17:55:22.522,  226.05,  192.62,    0.00,    0.00,,,,,  221.88,  186.67,    0.00,    0.00,,,,,  208.16,  175.43,    0.00,    0.00,,,,,  238.54,  203.73,    0.00,    0.00,,,,,  894.64,  758.45,    0.00,    0.00, 1653.09,  179.54,  105.93,    0.00,    0.00,,,,,  180.88,  104.11,    0.00,    0.00,,,,,  190.82,  114.70,    0.00,    0.00,,,,,  169.81,   94.93,    0.00,    0.00,,,,,  721.05,  419.67,    0.00,    0.00, 1140.71,    0.32,    0.00,   1615.69,   1178.12,      0.00,      0.00,      2.54,   1615.69,   1178.12,   2793.80
2026-01-14,17:55:23.522,  243.84,  202.84,    0.00,    0.00,,,,,  230.88,  189.10,    0.00,    0.00,,,,,  220.62,  180.93,    0.00,    0.00,,,,,  254.63,  212.31,    0.00,    0.00,,,,,  949.96,  785.18,    0.00,    0.00, 1735.14,  176.37,  105.62,    0.00,    0.00,,,,,  176.76,  102.55,    0.00,    0.00,,,,,  186.27,  112.43,    0.00,    0.00,,,,,  166.05,   93.68,    0.00,    0.00,,,,,  705.45,  414.29,    0.00,    0.00, 1119.74,    0.38,    0.00,   1655.41,   1199.47,      0.00,      0.00,      3.08,   1655.41,   1199.47,   2854.88
2026-01-14,17:55:24.523,  232.77,  195.96,    0.00,    0.00,,,,,  218.44,  181.04,    0.00,    0.00,,,,,  210.64,  174.95,    0.00,    0.00,,,,,  243.89,  206.15,    0.00,    0.00,,,,,  905.74,  758.10,    0.00,    0.00, 1663.84,  175.44,  106.39,    0.00,    0.00,,,,,  174.66,  101.39,    0.00,    0.00,,,,,  185.20,  112.67,    0.00,    0.00,,,,,  164.53,   93.65,    0.00,    0.00,,,,,  699.82,  414.09,    0.00,    0.00, 1113.92,    9.32,    0.00,   1605.56,   1172.20,      0.00,      0.00,     33.72,   1605.56,   1172.20,   2777.76
2026-01-14,17:55:25.522,  240.45,  200.90,    0.00,    0.00,,,,,  227.65,  187.86,    0.00,    0.00,,,,,  217.54,  179.25,    0.00,    0.00,,,,,  250.53,  210.51,    0.00,    0.00,,,,,  936.18,  778.53,    0.00,    0.00, 1714.71,  179.85,  107.28,    0.00,    0.00,,,,,  180.95,  105.21,    0.00,    0.00,,,,,  190.38,  115.66,    0.00,    0.00,,,,,  170.49,   95.92,    0.00,    0.00,,,,,  721.67,  424.06,    0.00,    0.00, 1145.73,   10.95,    0.00,   1657.85,   1202.58,      0.00,      0.00,      2.84,   1657.85,   1202.58,   2860.43
2026-01-14,17:55:26.522,  216.07,  186.19,    0.00,    0.00,,,,,  210.54,  179.77,    0.00,    0.00,,,,,  196.54,  168.01,    0.00,    0.00,,,,,  230.81,  199.51,    0.00,    0.00,,,,,  853.96,  733.48,    0.00,    0.00, 1587.44,  190.53,  112.88,    0.00,    0.00,,,,,  190.61,  110.59,    0.00,    0.00,,,,,  200.71,  121.76,    0.00,    0.00,,,,,  182.00,  102.91,    0.00,    0.00,,,,,  763.85,  448.14,    0.00,    0.00, 1211.99,    0.46,    0.00,   1617.81,   1181.62,      0.00,      0.00,      4.21,   1617.81,   1181.62,   2799.42
2026-01-14,17:55:27.522,  233.31,  191.45,    0.00,    0.00,,,,,  228.78,  185.03,    0.00,    0.00,,,,,  215.86,  174.48,    0.00,    0.00,,,,,  247.82,  204.44,    0.00,    0.00,,,,,  925.78,  755.41,    0.00,    0.00, 1681.19,  189.68,  107.86,    0.00,    0.00,,,,,  187.25,  103.09,    0.00,    0.00,,,,,  197.62,  114.31,    0.00,    0.00,,,,,  178.11,   94.88,    0.00,    0.00,,,,,  752.65,  420.13,    0.00,    0.00, 1172.79,    0.40,    0.00,   1678.43,   1175.54,      0.00,      0.00,      3.73,   1678.43,   1175.54,   2853.97
2026-01-14,17:55:28.522,  229.77,  198.04,    0.00,    0.00,,,,,  212.38,  180.84,    0.00,    0.00,,,,,  204.60,  174.53,    0.00,    0.00,,,,,  239.81,  207.07,    0.00,    0.00,,,,,  886.56,  760.47,    0.00,    0.00, 1647.03,  183.10,  104.55,    0.00,    0.00,,,,,  184.94,  103.09,    0.00,    0.00,,,,,  194.74,  113.88,    0.00,    0.00,,,,,  172.68,   92.49,    0.00,    0.00,,,,,  735.47,  414.00,    0.00,    0.00, 1149.47,    0.40,    0.00,   1622.03,   1174.47,      0.00,      0.00,      3.88,   1622.03,   1174.47,   2796.50
2026-01-14,17:55:29.523,  234.42,  192.30,    0.00,    0.00,,,,,  219.39,  178.04,    0.00,    0.00,,,,,  210.91,  170.65,    0.00,    0.00,,,,,  244.20,  200.78,    0.00,    0.00,,,,,  908.93,  741.77,    0.00,    0.00, 1650.70,  141.53,   77.47,    0.00,    0.00,,,,,  153.21,   88.23,    0.00,    0.00,,,,,  158.20,   93.81,    0.00,    0.00,,,,,  140.38,   75.03,    0.00,    0.00,,,,,  593.31,  334.55,    0.00,    0.00,  927.86,    0.43,    0.00,   1502.25,   1076.32,      0.00,      0.00,      3.73,   1502.25,   1076.32,   2578.57
2026-01-14,17:55:30.523,   42.99,   21.51,    0.00,    0.00,,,,,   42.23,   20.97,    0.00,    0.00,,,,,   42.17,   20.86,    0.00,    0.00,,,,,   42.95,   21.50,    0.00,    0.00,,,,,  170.34,   84.84,    0.00,    0.00,  255.18,   16.35,   12.97,    0.00,    0.00,,,,,   16.38,   13.06,    0.00,    0.00,,,,,   16.22,   12.88,    0.00,    0.00,,,,,   16.37,   12.99,    0.00,    0.00,,,,,   65.33,   51.90,    0.00,    0.00,  117.22,    0.09,    0.00,    235.66,    136.74,      0.00,      0.00,      1.74,    235.66,    136.74,    372.40
2026-01-14,17:55:31.523,   43.81,   20.84,    0.00,    0.00,,,,,   43.04,   20.27,    0.00,    0.00,,,,,   42.97,   20.15,    0.00,    0.00,,,,,   43.84,   20.83,    0.00,    0.00,,,,,  173.66,   82.09,    0.00,    0.00,  255.75,   16.90,   13.34,    0.00,    0.00,,,,,   16.99,   13.43,    0.00,    0.00,,,,,   16.84,   13.26,    0.00,    0.00,,,,,   16.96,   13.40,    0.00,    0.00,,,,,   67.70,   53.43,    0.00,    0.00,  121.13,    0.10,    0.00,    241.36,    135.52,      0.00,      0.00,      1.90,    241.36,    135.52,    376.88
2026-01-14,17:55:32.523,   34.65,   15.78,    0.00,    0.00,,,,,   33.93,   15.30,    0.00,    0.00,,,,,   33.83,   15.14,    0.00,    0.00,,,,,   34.64,   15.73,    0.00,    0.00,,,,,  137.05,   61.95,    0.00,    0.00,  199.01,   13.89,   12.08,    0.00,    0.00,,,,,   14.00,   12.18,    0.00,    0.00,,,,,   13.89,   12.05,    0.00,    0.00,,,,,   13.97,   12.15,    0.00,    0.00,,,,,   55.75,   48.46,    0.00,    0.00,  104.21,    0.04,    0.00,    192.80,    110.42,      0.00,      0.00,      1.79,    192.80,    110.42,    303.22
2026-01-14,17:55:33.523,   50.72,   24.16,    0.00,    0.00,,,,,   49.82,   23.62,    0.00,    0.00,,,,,   49.76,   23.51,    0.00,    0.00,,,,,   50.68,   24.13,    0.00,    0.00,,,,,  200.97,   95.43,    0.00,    0.00,  296.40,   20.89,   13.68,    0.00,    0.00,,,,,   20.98,   13.80,    0.00,    0.00,,,,,   20.72,   13.53,    0.00,    0.00,,,,,   20.95,   13.79,    0.00,    0.00,,,,,   83.55,   54.80,    0.00,    0.00,  138.35,    0.11,    0.00,    284.52,    150.23,      0.00,      0.00,      2.11,    284.52,    150.23,    434.75
2026-01-14,17:55:34.524,   44.57,   22.01,    0.00,    0.00,,,,,   43.85,   21.42,    0.00,    0.00,,,,,   43.73,   21.32,    0.00,    0.00,,,,,   44.57,   22.04,    0.00,    0.00,,,,,  176.72,   86.79,    0.00,    0.00,  263.52,   14.81,   12.43,    0.00,    0.00,,,,,   14.95,   12.58,    0.00,    0.00,,,,,   14.82,   12.42,    0.00,    0.00,,,,,   14.81,   12.45,    0.00,    0.00,,,,,   59.40,   49.89,    0.00,    0.00,  109.28,    0.06,    0.00,    236.12,    136.68,      0.00,      0.00,      1.82,    236.12,    136.68,    372.80
2026-01-14,17:55:35.524,  307.97,  229.08,    0.00,    0.00,,,,,  293.84,  216.07,    0.00,    0.00,,,,,  285.55,  207.25,    0.00,    0.00,,,,,  308.32,  229.06,    0.00,    0.00,,,,, 1195.69,  881.45,    0.00,    0.00, 2077.14,  147.76,   87.47,    0.00,    0.00,,,,,  147.35,   86.63,    0.00,    0.00,,,,,  150.48,   90.09,    0.00,    0.00,,,,,  141.44,   80.48,    0.00,    0.00,,,,,  587.02,  344.67,    0.00,    0.00,  931.69,   19.64,    0.00,   1782.71,   1226.12,      0.00,      0.00,     38.30,   1782.71,   1226.12,   3008.83
2026-01-14,17:55:36.524,  258.45,  212.44,    0.00,    0.00,,,,,  249.61,  205.19,    0.00,    0.00,,,,,  236.22,  190.85,    0.00,    0.00,,,,,  261.46,  214.93,    0.00,    0.00,,,,, 1005.74,  823.41,    0.00,    0.00, 1829.15,  177.20,  108.22,    0.00,    0.00,,,,,  171.09,  101.22,    0.00,    0.00,,,,,  176.12,  106.52,    0.00,    0.00,,,,,  167.66,   97.85,    0.00,    0.00,,,,,  692.07,  413.81,    0.00,    0.00, 1105.88,    0.39,    0.00,   1697.81,   1237.22,      0.00,      0.00,      3.36,   1697.81,   1237.22,   2935.03
